Net,P1Score,P2Score
-2725,10062,12788
-2725,10062,12788
-2725,10062,12788
-2588,10200,12788
-2338,10888,13225
-1875,11350,13225
-2062,11600,13662
-2150,11950,14100
-1700,12400,14100
-1350,12750,14100
-950,13150,14100
-875,13638,14512
-50,14462,14512
225,14738,14512
-125,15012,15138
150,15562,15412
212,16112,15900
762,16662,15900
188,16800,16612
-388,16938,17325
-388,17075,17462
-962,17075,18038
-988,17488,18475
-1725,17625,19350
-1750,18038,19788
-2925,18175,21100
-2788,18312,21100
-3225,18312,21538
-4538,18312,22850
