Net,P1Score,P2Score
-2762,7138,9900
-2762,7138,9900
-2762,7138,9900
-2662,7238,9900
-2662,7238,9900
-2562,7338,9900
-2262,7638,9900
-2062,7888,9950
-1712,8388,10100
-1712,8638,10350
-1612,8838,10450
-1362,9338,10700
-1212,9538,10750
-1262,9688,10950
-512,10688,11200
-362,10988,11350
-162,11238,11400
38,11788,11750
-62,11838,11900
288,12238,11950
100,12688,12588
200,12888,12688
-275,13038,13312
-12,13538,13550
-100,13988,14088
-638,14138,14775
-538,14288,14825
-675,14488,15162
-762,14638,15400
-812,14788,15600
-1050,15038,16088
-1050,15088,16138
-1288,15088,16375
-1338,15088,16425
-1538,15088,16625
-1575,15188,16762
-1850,15188,17038
