Net,P1Score,P2Score
-2625,8038,10662
-2625,8038,10662
-2625,8038,10662
-2625,8038,10662
-2600,8062,10662
-2600,8062,10662
-2738,8062,10800
-2325,8475,10800
-2875,8750,11625
-3012,9025,12038
-2875,9575,12450
-3288,9988,13275
-4662,10538,15200
-4638,11112,15750
-3625,12675,16300
-3488,12950,16438
-3625,12950,16575
-3188,13662,16850
-2888,14375,17262
-2750,14512,17262
-2038,15362,17400
-2175,15500,17675
-2175,15500,17675
-2038,15638,17675
-1600,16075,17675
-1162,16512,17675
-1162,16512,17675
-1162,16512,17675
-1162,16512,17675
-725,16950,17675
-725,16950,17675
-288,17388,17675
150,17825,17675
150,17825,17675
150,17825,17675
588,18262,17675
588,18262,17675
1025,18700,17675
