Net,P1Score,P2Score
1350,9900,8550
1350,9900,8550
1350,9900,8550
500,9900,9400
-3000,9900,12900
-4025,10075,14100
-3950,10250,14200
-3175,11125,14300
-2625,11825,14450
-2125,12525,14650
-1650,13050,14700
-1725,13225,14950
-1975,13225,15200
-2075,13325,15400
-2075,13625,15700
-2125,13725,15850
-2225,13825,16050
-2225,14025,16250
-2525,14025,16550
-2725,14125,16850
-2925,14325,17250
-2925,14425,17350
-3125,14525,17650
-3425,14525,17950
-3525,14625,18150
-3725,14625,18350
-3825,14625,18450
