Net,P1Score,P2Score
-1388,11112,12500
-1388,11112,12500
-1388,11112,12500
-950,11550,12500
-75,12425,12500
-75,12425,12500
125,12625,12500
525,13025,12500
625,13125,12500
1125,13625,12500
1325,13925,12600
1325,14125,12800
1525,14525,13000
1525,14825,13300
1475,15025,13550
1675,15225,13550
1738,15725,13988
1400,15825,14425
1362,16225,14862
1125,16425,15300
988,16725,15738
212,16825,16612
312,16925,16612
-562,16925,17488
-125,17362,17488
-1438,17362,18800
-2312,17362,19675
-1438,18238,19675
-2312,18238,20550
-3625,18238,21862
-4062,18238,22300
-4938,18238,23175
-5375,18238,23612
