Net,P1Score,P2Score
12,10862,10850
12,10862,10850
12,10862,10850
12,10862,10850
12,10862,10850
0,11000,11000
275,11275,11000
538,11688,11150
288,11738,11450
512,12162,11650
600,12450,11850
550,12650,12100
500,12750,12250
388,12938,12550
750,13500,12750
950,13888,12938
950,13988,13038
1050,14138,13088
912,14238,13325
975,14625,13650
1250,15100,13850
1200,15475,14275
1350,15812,14462
1100,15862,14762
1088,16288,15200
1225,16525,15300
1325,16862,15538
1138,16912,15775
1225,17238,16012
950,17475,16525
1050,17675,16625
962,17725,16762
962,18000,17038
1100,18275,17175
962,18550,17588
1238,18825,17588
1512,19238,17725
1788,19650,17862
1925,19925,18000
2200,20200,18000
2750,20888,18138
2888,21162,18275
3025,21300,18275
3025,21438,18412
3025,21438,18412
3300,21712,18412
