Net,P1Score,P2Score
2988,6500,3512
2988,6500,3512
2988,6500,3512
3012,6525,3512
3088,6600,3512
3212,6725,3512
3412,6925,3512
3050,7100,4050
2438,7200,4762
2638,7400,4762
2212,7550,5338
2438,7775,5338
1900,7925,6025
1700,8000,6300
1488,8200,6712
1500,8350,6850
1188,8450,7262
1262,8525,7262
1200,8600,7400
1100,8775,7675
738,8825,8088
675,8900,8225
738,9100,8362
762,9125,8362
725,9225,8500
688,9325,8638
462,9375,8912
538,9450,8912
150,9475,9325
175,9500,9325
250,9575,9325
250,9575,9325
50,9650,9600
100,9700,9600
-38,9700,9738
-175,9700,9875
-150,9725,9875
-288,9725,10012
