Net,P1Score,P2Score
-3150,9212,12362
-3150,9212,12362
-3150,9212,12362
-3250,9212,12462
-3350,9212,12562
-3600,9212,12812
-3462,9650,13112
-3388,9825,13212
-3838,9825,13662
-3950,9962,13912
-3800,10412,14212
-3675,10688,14362
-3750,10962,14712
-3550,11412,14962
-3388,11825,15212
-3500,11962,15462
-3588,12275,15862
-3712,12550,16262
-3588,13075,16662
-3162,13650,16812
-3150,13962,17112
-2888,14375,17262
-2675,14788,17462
-2612,15100,17712
-2525,15238,17762
-2788,15375,18162
-2812,15650,18462
-2638,15925,18562
-2800,16062,18862
-2700,16612,19312
-2712,16750,19462
-2675,16888,19562
-2500,17162,19662
-2800,17162,19962
-3000,17162,20162
-3150,17162,20312
-3112,17338,20450
-2938,17512,20450
-3350,17512,20862
-3488,17512,21000
-3625,17512,21138
-3625,17512,21138
-3488,17650,21138
-3925,17650,21575
