Net,P1Score,P2Score
-3625,9075,12700
-3625,9075,12700
-3625,9075,12700
-3675,9075,12750
-3325,9425,12750
-3375,9425,12800
-3425,9425,12850
-3500,9425,12925
-2875,10125,13000
-2250,10825,13075
-1725,11525,13250
-1075,12225,13300
-875,12575,13450
-550,12975,13525
-200,13375,13575
775,14425,13650
1375,15125,13750
1300,15125,13825
1900,15825,13925
1875,15825,13950
2850,16875,14025
3775,17925,14150
3775,17925,14150
4425,18625,14200
4750,18975,14225
5050,19325,14275
5725,20025,14300
6425,20725,14300
7100,21425,14325
7450,21775,14325
