Net,P1Score,P2Score
-1400,10450,11850
-1400,10450,11850
-1400,10450,11850
-1400,10450,11850
1612,13812,12200
1812,14012,12200
2012,14212,12200
2012,14212,12200
1950,14350,12400
2150,14750,12600
2288,15288,13000
2588,15688,13100
2588,16088,13500
2088,16088,14000
1788,16288,14500
1688,16488,14800
1388,16488,15100
1525,16825,15300
1462,16962,15500
1362,16962,15600
1400,17100,15700
1538,17238,15700
1438,17238,15800
1475,17375,15900
1375,17375,16000
1275,17375,16100
1450,17650,16200
1250,17650,16400
1288,17788,16500
1188,17788,16600
1088,17788,16700
