Net,P1Score,P2Score
-12,11262,11275
-12,11262,11275
-12,11262,11275
12,11288,11275
-350,11362,11712
-612,11538,12150
-562,11588,12150
-875,11712,12588
-700,11888,12588
-1088,11912,13000
-938,12062,13000
-1500,12212,13712
-1425,12288,13712
-1188,12800,13988
-1162,12825,13988
-950,13175,14125
-1225,13175,14400
-1362,13175,14538
-662,13875,14538
-662,13875,14538
-312,14225,14538
-312,14225,14538
-12,14662,14675
-288,14662,14950
-425,14662,15088
-125,15100,15225
-238,15538,15775
-212,15975,16188
225,16412,16188
525,16850,16325
825,17288,16462
1125,17725,16600
988,17725,16738
1425,18162,16738
1862,18600,16738
2738,19475,16738
2738,19475,16738
3038,19912,16875
3912,20788,16875
4788,21662,16875
4788,21662,16875
5225,22100,16875
5662,22538,16875
