Net,P1Score,P2Score
2788,16100,13312
2788,16100,13312
2512,16100,13588
1825,16100,14275
1138,16100,14962
450,16100,15650
-250,16100,16350
-300,16538,16838
-725,16738,17462
-725,16738,17462
-800,16938,17738
-1288,16938,18225
-1138,17575,18712
-925,17925,18850
-1625,17925,19550
-1625,17925,19550
-1625,17925,19550
-2600,17925,20525
-3438,17925,21362
-3700,18362,22062
-3262,18800,22062
-3525,19238,22762
-3438,19675,23112
-3700,20112,23812
-4400,20112,24512
-5100,20112,25212
-5362,20550,25912
-6762,20550,27312
-7462,20550,28012
-7812,20550,28362
-7812,20550,28362
-7812,20550,28362
-8162,20550,28712
-8162,20550,28712
-8512,20550,29062
-8512,20550,29062
-8075,20988,29062
-8075,20988,29062
-8075,20988,29062
-8425,20988,29412
