Net,P1Score,P2Score
-1388,8700,10088
-1388,8700,10088
-1388,8700,10088
-1388,8700,10088
-1388,8700,10088
-1188,8900,10088
-1388,8900,10288
-1150,9138,10288
-1250,9438,10688
-950,9738,10688
-1012,10275,11288
-1112,10375,11488
-812,10675,11488
-1112,10975,12088
-2050,11275,13325
-2288,11675,13962
-2488,12075,14562
-2925,12475,15400
-3562,12475,16038
-3900,12675,16575
-4238,12775,17012
-4375,12775,17150
-4075,13075,17150
-4075,13075,17150
-4175,13175,17350
-4175,13375,17550
-4275,13475,17750
-4175,13575,17750
-4275,13675,17950
-5112,13675,18788
