Net,P1Score,P2Score
1412,12688,11275
1412,12688,11275
1412,12688,11275
1588,12862,11275
1588,12862,11275
1538,12862,11325
1388,12862,11475
1338,12962,11625
1288,13162,11875
1562,13538,11975
1988,14012,12025
2088,14112,12025
2562,14588,12025
3012,15038,12025
3050,15512,12462
3350,15812,12462
3588,16488,12900
3350,16688,13338
3825,17162,13338
3250,17462,14212
3212,17862,14650
2950,18475,15525
2788,18750,15962
2700,19150,16450
2950,19450,16500
3062,20050,16988
3400,20388,16988
3350,20388,17038
3650,20688,17038
3500,21025,17525
3788,21362,17575
3938,21562,17625
4425,22050,17625
4712,22388,17675
4712,22388,17675
4938,22662,17725
5262,23038,17775
5400,23175,17775
5638,23412,17775
5912,23688,17775
6050,23825,17775
6188,23962,17775
