Net,P1Score,P2Score
125,13838,13712
125,13838,13712
125,13838,13712
125,13838,13712
-688,13838,14525
-1412,13838,15250
-2012,13938,15950
-2362,14138,16500
-2888,14338,17225
-2488,14738,17225
-3125,14875,18000
-2425,15750,18175
-2425,15750,18175
-1888,16562,18450
-1850,17075,18925
-1712,17350,19062
-1788,17688,19475
-2125,18662,20788
-2562,19100,21662
-3938,19675,23612
-4812,20112,24925
-4812,20112,24925
-5250,20550,25800
-6125,20550,26675
-5688,20988,26675
-7912,20988,28900
