Net,P1Score,P2Score
112,13388,13275
112,13388,13275
112,13388,13275
112,13388,13275
112,13388,13275
288,13562,13275
638,13912,13275
875,14150,13275
838,14250,13412
600,14450,13850
625,14750,14125
725,14988,14262
1438,15700,14262
1200,16038,14838
488,16038,15550
625,16312,15688
50,16588,16538
188,16725,16538
600,17138,16538
500,17725,17225
912,18275,17362
1188,18962,17775
1050,19238,18188
1875,20200,18325
1462,20612,19150
1600,21162,19562
1600,21438,19838
1325,21712,20388
1188,21988,20800
1188,22125,20938
1188,22538,21350
1188,22675,21488
175,22812,22638
175,23088,22912
-262,23225,23488
-700,23225,23925
-1275,23225,24500
-1138,23362,24500
-1438,23500,24938
-1300,23638,24938
-1575,23638,25212
-1875,23775,25650
-2312,23775,26088
-2175,23912,26088
-2175,23912,26088
-2312,23912,26225
-2175,24050,26225
-2175,24050,26225
-2175,24050,26225
-2175,24050,26225
-2612,24050,26662
