Net,P1Score,P2Score
4112,15725,11612
4112,15725,11612
4112,15725,11612
3062,15725,12662
5125,18312,13188
5600,18912,13312
5600,18912,13312
5600,18912,13312
5425,19012,13588
4975,19112,14138
4838,19112,14275
4588,19550,14962
3900,19550,15650
3212,19550,16338
2938,19550,16612
2800,19550,16750
2800,19550,16750
2362,19550,17188
1488,19550,18062
612,19550,18938
-262,19550,19812
-1138,19550,20688
-2012,19550,21562
-3325,19550,22875
-4200,19550,23750
-4200,19550,23750
-4638,19550,24188
