Net,P1Score,P2Score
-1412,8450,9862
-1412,8450,9862
-1412,8450,9862
-1412,8450,9862
-1412,8550,9962
-1362,8700,10062
-1262,8950,10212
-1562,9150,10712
-1512,9450,10962
-1262,9900,11162
-1212,10200,11412
-962,10600,11562
-912,10950,11862
-762,11400,12162
-762,11700,12462
-362,12350,12712
-162,12750,12912
-162,12950,13112
1350,14562,13212
1938,15250,13312
2375,15688,13312
2375,15688,13312
2812,16125,13312
2812,16125,13312
3250,16562,13312
3688,17000,13312
3638,17000,13362
4025,17438,13412
4462,17875,13412
4900,18312,13412
