Net,P1Score,P2Score
4162,16238,12075
4162,16238,12075
4162,16238,12075
3675,16238,12562
3675,16238,12562
3050,16238,13188
2525,16338,13812
1900,16338,14438
1462,16388,14925
662,16488,15825
138,16588,16450
-275,16588,16862
-1462,16588,18050
-1675,17075,18750
-2675,17125,19800
-3375,17125,20500
-4112,17175,21288
-4812,17175,21988
-5438,17175,22612
-6662,17175,23838
-7050,17275,24325
-8050,17325,25375
-8888,17325,26212
-9488,17425,26912
-10538,17425,27962
-10888,17425,28312
