Net,P1Score,P2Score
-1388,11175,12562
-1388,11175,12562
-1388,11175,12562
-1388,11175,12562
-1438,11225,12662
-1612,11225,12838
-1862,11275,13138
-2162,11375,13538
-2312,11475,13788
-2212,11625,13838
-2162,11675,13838
-2012,11825,13838
-2100,11875,13975
-2475,12075,14550
-2462,12225,14688
-3425,12275,15700
-3650,12325,15975
-4150,12375,16525
-4000,12662,16662
-4175,12762,16938
-4262,12950,17212
-4075,13138,17212
-4250,13375,17625
-4138,13625,17762
-4438,13900,18338
-4575,13900,18475
-4438,14038,18475
-4250,14225,18475
-4550,14362,18912
-4988,14362,19350
-4888,14462,19350
-5325,14462,19788
-5325,14462,19788
-5612,14612,20225
-6050,14612,20662
-6925,14612,21538
-6825,14712,21538
-6775,14762,21538
-7650,14762,22412
-8038,14812,22850
-8038,14812,22850
-8475,14812,23288
-8475,14812,23288
-8475,14812,23288
-8475,14812,23288
-8475,14812,23288
-8475,14812,23288
-8425,14862,23288
-8375,14912,23288
-8825,14912,23738
