Net,P1Score,P2Score
2800,12038,9238
2800,12038,9238
2800,12038,9238
2800,12038,9238
2700,12038,9338
2700,12038,9338
2550,12038,9488
2400,12138,9738
2350,12188,9838
2200,12338,10138
2100,12438,10338
1900,12538,10638
1700,12638,10938
1550,12738,11188
1150,12788,11638
950,12838,11888
1188,13275,12088
988,13325,12338
1188,13762,12575
1912,14688,12775
1625,14688,13062
1525,14688,13162
1150,14688,13538
725,14688,13962
325,15125,14800
50,15125,15075
-550,15175,15725
-250,15800,16050
-662,15800,16462
-588,16288,16875
-1500,16338,17838
-1912,16338,18250
-2138,16388,18525
-2800,16825,19625
-2800,16825,19625
-3025,16875,19900
-3438,16875,20312
-3712,16875,20588
-4125,16875,21000
-4400,16875,21275
