Net,P1Score,P2Score
-3700,6288,9988
-3700,6288,9988
-3700,6288,9988
-3700,6288,9988
-3700,6288,9988
-3312,6725,10038
-3412,6725,10138
-3462,6825,10288
-4362,7025,11388
-3850,8038,11888
-3625,8512,12138
-2988,9388,12375
-2462,10162,12625
-2388,10638,13025
-1438,11788,13225
-1500,12025,13525
-1612,12262,13875
-1375,12600,13975
-1212,13112,14325
-788,13688,14475
-312,14262,14575
-225,14400,14625
-388,14538,14925
-75,14950,15025
325,15500,15175
462,15638,15175
412,15638,15225
500,15775,15275
450,15775,15325
550,15875,15325
450,15875,15425
500,15975,15475
550,16075,15525
650,16175,15525
650,16175,15525
750,16275,15525
