Net,P1Score,P2Score
0,7438,7438
0,7438,7438
0,7438,7438
0,7438,7438
0,7438,7438
0,7438,7438
-100,7438,7538
388,8125,7738
1288,9125,7838
1938,9775,7838
2412,10350,7938
2550,10588,8038
2688,10775,8088
3238,11425,8188
3838,12025,8188
4025,12212,8188
4212,12400,8188
4212,12400,8188
4112,12400,8288
4062,12400,8338
4238,12625,8388
4238,12625,8388
4312,12850,8538
4388,13075,8688
4338,13075,8738
4462,13300,8838
4638,13525,8888
4812,13750,8938
5038,13975,8938
4888,13975,9088
5062,14200,9138
5512,14650,9138
5512,14650,9138
5738,14875,9138
