Net,P1Score,P2Score
25,4150,4125
25,4150,4125
25,4150,4125
25,4150,4125
25,4150,4125
25,4150,4125
112,4288,4175
62,4288,4225
12,4288,4275
150,4425,4275
150,4425,4275
375,4700,4325
462,4838,4375
312,4838,4525
350,4975,4625
525,5250,4725
888,5662,4775
1025,5800,4775
1112,5938,4825
1050,6075,5025
1138,6212,5075
1225,6350,5125
1350,6625,5275
1438,6762,5325
1338,6762,5425
1425,6900,5475
1425,6900,5475
1562,7038,5475
1562,7038,5475
1838,7312,5475
1975,7450,5475
2112,7588,5475
2250,7725,5475
2388,7862,5475
2662,8138,5475
2800,8275,5475
