Net,P1Score,P2Score
1300,13612,12312
1300,13612,12312
1300,13612,12312
1300,13612,12312
1738,14050,12312
1788,14925,13138
1650,14925,13275
1512,14925,13412
688,14925,14238
0,15200,15200
-550,15475,16025
-412,15888,16300
-1238,16025,17262
-1788,16438,18225
-2062,16850,18912
-2888,17125,20012
-3162,17675,20838
-3575,18088,21662
-3712,18362,22075
-3850,18638,22488
-3988,18775,22762
-4812,18775,23588
-5088,19050,24138
-5638,19188,24825
-6050,19325,25375
-6325,19325,25650
-6462,19325,25788
-6600,19325,25925
