Net,P1Score,P2Score
-1400,7438,8838
-1400,7438,8838
-1400,7438,8838
-1400,7438,8838
-1400,7438,8838
-1400,7438,8838
-1400,7438,8838
-1500,7438,8938
-1550,7438,8988
-1450,7538,8988
-1450,7538,8988
-1625,7638,9262
-2075,7738,9812
-2112,7838,9950
-2150,7938,10088
-2050,8038,10088
-2262,8238,10500
-2638,8438,11075
-2538,8538,11075
-2950,8538,11488
-3762,8738,12500
-4475,8738,13212
-4912,8738,13650
-4612,9038,13650
-5388,9138,14525
-5188,9338,14525
-6500,9338,15838
-6500,9338,15838
-6938,9338,16275
