Net,P1Score,P2Score
1388,15712,14325
1388,15712,14325
1738,16062,14325
2088,16412,14325
2438,16762,14325
2438,16762,14325
3038,17462,14425
3388,18162,14775
2850,18162,15312
3100,18862,15762
3700,19562,15862
4750,20612,15862
4700,20962,16262
5088,21450,16362
4788,21938,17150
4650,22350,17700
5488,23188,17700
6038,23738,17700
6088,24225,18138
6362,24850,18488
6850,25338,18488
7338,26175,18838
6988,26175,19188
7338,26525,19188
7962,27150,19188
8238,27775,19538
7675,27912,20238
7812,28050,20238
8388,29062,20675
9012,29688,20675
9012,29688,20675
9362,30038,20675
