Net,P1Score,P2Score
-1338,12875,14212
-1338,12875,14212
-1338,12875,14212
-1338,12875,14212
-1338,12875,14212
-900,13312,14212
-438,14325,14762
0,14900,14900
850,15888,15038
2100,17138,15038
2612,17650,15038
2688,18162,15475
2038,18300,16262
2912,19312,16400
3250,19788,16538
2862,19888,17025
2575,20962,18388
2062,21600,19538
2938,22475,19538
3612,23150,19538
2738,23150,20412
3312,23862,20550
3175,24300,21125
3175,24300,21125
3475,24738,21262
3712,24975,21262
3412,25112,21700
3850,25550,21700
3988,25688,21700
4362,26062,21700
4500,26200,21700
4775,26475,21700
5012,26712,21700
4712,26850,22138
4950,27088,22138
