Net,P1Score,P2Score
-1362,8075,9438
-1362,8075,9438
-1362,8075,9438
-1412,8075,9488
-1412,8075,9488
-1412,8125,9538
-1612,8175,9788
-1862,8325,10188
-1988,8450,10438
-2062,8525,10588
-2112,8625,10738
-2212,8725,10938
-2412,8825,11238
-3025,9000,12025
-3275,9050,12325
-3475,9150,12625
-4112,9200,13312
-4412,9250,13662
-4975,9325,14300
-5125,9325,14450
-5562,9325,14888
-6438,9325,15762
-7312,9325,16638
-7312,9325,16638
-7312,9325,16638
-7312,9325,16638
-7312,9325,16638
-6438,10200,16638
-6438,10200,16638
-6438,10200,16638
-6000,10638,16638
-6000,10638,16638
-6000,10638,16638
-6000,10638,16638
-6000,10638,16638
-6000,10638,16638
-5125,11512,16638
-5125,11512,16638
-5125,11512,16638
-5125,11512,16638
-4688,11950,16638
-4488,12150,16638
-4488,12150,16638
-4488,12150,16638
-4488,12150,16638
-4050,12588,16638
-3612,13025,16638
-3612,13025,16638
-3612,13025,16638
-3612,13025,16638
-3612,13025,16638
-3612,13025,16638
-3612,13025,16638
-3175,13462,16638
-2975,13662,16638
-2975,13662,16638
-2975,13662,16638
-2975,13662,16638
-2975,13662,16638
-2975,13662,16638
-2975,13662,16638
-2975,13662,16638
-2775,13862,16638
-2775,13862,16638
-2575,14062,16638
-2575,14062,16638
-2575,14062,16638
-2575,14062,16638
-2575,14062,16638
-2575,14062,16638
-2575,14062,16638
-2375,14262,16638
-2375,14262,16638
-2175,14462,16638
-2175,14462,16638
-2175,14462,16638
-2175,14462,16638
-2175,14462,16638
-2175,14462,16638
-1738,14900,16638
-1738,14900,16638
-1538,15100,16638
-1538,15100,16638
-1538,15100,16638
-1538,15100,16638
-1538,15100,16638
-1538,15100,16638
-1538,15100,16638
-1338,15300,16638
-1338,15300,16638
-1138,15500,16638
-1138,15500,16638
-1088,15550,16638
-1062,15575,16638
-1062,15575,16638
-1038,15600,16638
-1038,15600,16638
-812,15825,16638
-812,15825,16638
-788,15850,16638
-738,15900,16638
-738,15900,16638
-688,15950,16638
-662,15975,16638
-638,16000,16638
-638,16000,16638
-588,16050,16638
-562,16075,16638
-538,16100,16638
-512,16125,16638
-512,16125,16638
-462,16175,16638
-438,16200,16638
-412,16225,16638
-388,16250,16638
-338,16300,16638
-312,16325,16638
-288,16350,16638
-262,16375,16638
-212,16425,16638
-212,16425,16638
-162,16475,16638
-138,16500,16638
-138,16500,16638
-88,16550,16638
-62,16575,16638
-12,16625,16638
38,16675,16638
38,16675,16638
38,16675,16638
38,16675,16638
38,16675,16638
38,16675,16638
238,16875,16638
238,16875,16638
238,16875,16638
238,16875,16638
238,16875,16638
438,17075,16638
438,17075,16638
438,17075,16638
438,17075,16638
438,17075,16638
438,17075,16638
875,17512,16638
