Net,P1Score,P2Score
-75,5025,5100
-75,5025,5100
-75,5025,5100
-75,5025,5100
-75,5025,5100
-75,5025,5100
-125,5025,5150
-125,5025,5150
-175,5025,5200
-125,5125,5250
-25,5325,5350
25,5525,5500
-125,5525,5650
25,5725,5700
288,6225,5938
312,6625,6312
138,6725,6588
100,6925,6825
362,7325,6962
275,7425,7150
375,7625,7250
438,7825,7388
300,7825,7525
112,7925,7812
175,8125,7950
-50,8225,8275
-125,8425,8550
-212,8525,8738
-150,8725,8875
-225,8925,9150
-362,8925,9288
-362,9025,9388
-162,9325,9488
-250,9425,9675
-300,9425,9725
-350,9425,9775
-100,9725,9825
-50,9825,9875
50,9925,9875
50,9925,9875
0,9925,9925
0,9925,9925
0,9925,9925
-50,9925,9975
-50,9925,9975
150,10125,9975
