Net,P1Score,P2Score
-6788,4088,10875
-6788,4088,10875
-6788,4088,10875
-6788,4088,10875
-6838,4088,10925
-6838,4088,10925
-6888,4088,10975
-6988,4088,11075
-6550,4525,11075
-6500,4625,11125
-6400,4725,11125
-6450,4825,11275
-6012,5462,11475
-6012,5462,11475
-6012,5462,11475
-5012,6612,11625
-5112,6612,11725
-4975,6750,11725
-4975,6750,11725
-4312,7462,11775
-3875,7900,11775
-3888,8038,11925
-3662,8312,11975
-3225,8750,11975
-2612,9462,12075
-1838,10338,12175
-1425,10750,12175
-1150,11025,12175
-1150,11025,12175
-712,11462,12175
-325,11900,12225
112,12338,12225
450,12775,12325
450,12775,12325
1275,13650,12375
1712,14088,12375
1712,14088,12375
1712,14088,12375
2100,14525,12425
2100,14525,12425
2100,14525,12425
2050,14525,12475
2050,14525,12475
2050,14525,12475
2050,14525,12475
1950,14525,12575
1950,14525,12575
1950,14525,12575
1900,14525,12625
1850,14525,12675
1850,14525,12675
1850,14525,12675
1850,14525,12675
1800,14525,12725
1800,14525,12725
2238,14962,12725
