Net,P1Score,P2Score
0,10800,10800
0,10800,10800
0,10800,10800
0,10800,10800
0,10800,10800
0,10800,10800
0,10800,10800
-138,10800,10938
-188,10800,10988
38,11075,11038
-112,11212,11325
-212,11212,11425
-412,11350,11762
-375,11488,11862
-388,11762,12150
-538,11900,12438
-750,12038,12788
-575,12312,12888
-825,12725,13550
-1312,12862,14175
-1988,12862,14850
-1825,13275,15100
-1925,13688,15612
-1800,14100,15900
-2175,14100,16275
-2050,14375,16425
-2012,14512,16525
-1838,14788,16625
-1475,15338,16812
-1350,15612,16962
-1175,15888,17062
-950,16162,17112
-88,17125,17212
212,17675,17462
438,17950,17512
475,18225,17750
1025,18775,17750
1475,19325,17850
1738,19738,18000
2150,20150,18000
2625,20775,18150
2625,20775,18150
2988,21188,18200
2988,21188,18200
3125,21325,18200
3400,21600,18200
