Net,P1Score,P2Score
2762,13162,10400
2762,13162,10400
2762,13162,10400
2762,13162,10400
2662,13162,10500
3000,13600,10600
2900,13600,10700
3038,14038,11000
2738,14038,11300
2738,14038,11300
2638,14038,11400
2675,14275,11600
2312,14325,12012
2362,14512,12150
2188,14612,12425
1700,14812,13112
2200,15450,13250
2075,15600,13525
1938,15738,13800
1538,15888,14350
1850,16475,14625
2350,17388,15038
2312,17762,15450
2625,18625,16000
2725,19138,16412
2362,19188,16825
2938,19900,16962
3538,20500,16962
3812,20775,16962
3838,21350,17512
3700,21625,17925
3425,21625,18200
3512,21850,18338
3650,21988,18338
3512,21988,18475
3600,22212,18612
3325,22212,18888
3188,22212,19025
3275,22438,19162
3312,22888,19575
3175,22888,19712
3038,22888,19850
3350,23338,19988
3575,23562,19988
