Net,P1Score,P2Score
-25,1475,1500
-25,1475,1500
-25,1475,1500
-25,1475,1500
-25,1475,1500
-25,1475,1500
-25,1475,1500
-25,1475,1500
-25,1475,1500
-25,1475,1500
75,1625,1550
125,1675,1550
75,1725,1650
-25,1725,1750
25,1825,1800
-25,1825,1850
-125,1825,1950
-175,1825,2000
-175,1825,2000
-175,1875,2050
-75,2025,2100
-225,2025,2250
-125,2125,2250
-175,2225,2400
-75,2325,2400
-25,2375,2400
-25,2425,2450
-25,2425,2450
75,2525,2450
25,2525,2500
-75,2525,2600
-125,2525,2650
-125,2525,2650
-125,2525,2650
-125,2525,2650
-312,2525,2838
-312,2525,2838
-262,2575,2838
-262,2575,2838
-400,2575,2975
