Net,P1Score,P2Score
-1350,11962,13312
-1350,11962,13312
-1350,11962,13312
-1350,11962,13312
-1250,12062,13312
-1275,12475,13750
-1162,13025,14188
-2438,13162,15600
-3238,13438,16675
-2925,13850,16775
-2675,14400,17075
-2438,15138,17575
-2462,15550,18012
-2388,15825,18212
-2512,16100,18612
-1888,17062,18950
-512,18538,19050
-212,19375,19588
-312,19512,19825
50,19975,19925
650,20712,20062
1112,21312,20200
1375,21912,20538
1275,22188,20912
1575,22788,21212
1850,23062,21212
1975,23388,21412
1925,23575,21650
1875,23625,21750
2150,23900,21750
2150,23900,21750
2150,24038,21888
2012,24175,22162
2012,24175,22162
1712,24312,22600
1575,24312,22738
1612,24450,22838
1612,24450,22838
1888,24725,22838
1750,24725,22975
1750,24862,23112
1888,25000,23112
1925,25138,23212
1925,25138,23212
2062,25275,23212
