Net,P1Score,P2Score
38,12338,12300
38,12338,12300
38,12338,12300
38,12338,12300
88,12388,12300
338,12638,12300
438,12738,12300
912,13212,12300
975,13412,12438
1500,13938,12438
2025,14462,12438
2675,15112,12438
3050,15488,12438
3612,16325,12712
3862,16850,12988
4100,17225,13125
4525,17650,13125
5038,18575,13538
5138,18950,13812
5375,19462,14088
4825,19925,15100
5062,20438,15375
5212,20862,15650
4662,21325,16662
4812,21612,16800
4912,21988,17075
5562,22775,17212
5988,23200,17212
6275,23625,17350
6688,24038,17350
6225,24450,18225
6412,24638,18225
