Net,P1Score,P2Score
-1475,6625,8100
-1475,6625,8100
-1475,6625,8100
-1550,6625,8175
-1625,6625,8250
-1750,6625,8375
-1925,6725,8650
-1800,7025,8825
-2025,7125,9150
-1812,7562,9375
-1225,8300,9525
-962,8738,9700
-525,9375,9900
-512,9612,10125
-338,10012,10350
-112,10412,10525
-62,10612,10675
375,11150,10775
525,11450,10925
650,11650,11000
762,11888,11125
838,12088,11250
850,12225,11375
975,12500,11525
1238,12838,11600
1425,13075,11650
1662,13412,11750
1712,13512,11800
1800,13650,11850
1950,13850,11900
2000,13950,11950
2088,14088,12000
2138,14188,12050
2350,14425,12075
2425,14525,12100
2500,14625,12125
2575,14725,12150
