Net,P1Score,P2Score
-88,6188,6275
-88,6188,6275
-88,6188,6275
-88,6188,6275
-88,6188,6275
-88,6188,6275
-88,6188,6275
-88,6325,6412
188,6600,6412
325,6875,6550
50,7012,6962
-88,7150,7238
-362,7288,7650
475,8400,7925
-75,8400,8475
275,8888,8612
275,9162,8888
138,9300,9162
0,9575,9575
138,9712,9575
0,9988,9988
-275,10125,10400
-688,10262,10950
-962,10262,11225
-1100,10400,11500
-1238,10538,11775
-1512,10538,12050
-1650,10538,12188
-1650,10675,12325
-1650,10675,12325
-1788,10675,12462
