Net,P1Score,P2Score
12,13488,13475
12,13488,13475
12,13488,13475
362,13838,13475
225,14712,14488
-1975,15062,17038
-3288,15938,19225
-3950,16812,20762
-3838,17338,21175
-3138,18038,21175
-2875,18738,21612
-2762,19262,22025
-2962,19612,22575
-2088,20488,22575
-1700,21012,22712
-1350,21362,22712
-1575,21712,23288
-1575,21850,23425
-1850,21850,23700
-2125,21850,23975
-2262,21850,24112
-3412,21850,25262
-3275,22125,25400
-3412,22125,25538
-3850,22262,26112
-4562,22262,26825
-4700,22262,26962
