Net,P1Score,P2Score
-1350,11462,12812
-1350,11462,12812
-1350,11462,12812
-1350,11462,12812
-1150,11662,12812
-750,12062,12812
-150,12662,12812
250,13062,12812
512,13762,13250
1012,14262,13250
738,14862,14125
500,15062,14562
-100,15338,15438
-25,15850,15875
-1062,16125,17188
-1950,16225,18175
-2488,16562,19050
-2862,16762,19625
-3438,16762,20200
-4638,16762,21400
-4775,16762,21538
-5250,17000,22250
-5962,17000,22962
-6400,17000,23400
-6838,17000,23838
-7275,17000,24275
