Net,P1Score,P2Score
-675,7950,8625
-675,7950,8625
-675,7950,8625
-675,7950,8625
-975,7950,8925
-1025,7950,8975
-1125,7950,9075
-1375,7950,9325
-1475,7950,9425
-1625,7950,9575
-1300,8525,9825
-825,9100,9925
-1025,9100,10125
-1050,9375,10425
-2312,9512,11825
-2000,9925,11925
-2112,10062,12175
-2625,10200,12825
-2538,10638,13175
-2312,10912,13225
-1625,11600,13225
-1500,11875,13375
-1288,12288,13575
-1388,12288,13675
-1138,12638,13775
-900,13075,13975
-125,13950,14075
212,14388,14175
112,14388,14275
938,15262,14325
1275,15700,14425
1712,16138,14425
2150,16575,14425
