Net,P1Score,P2Score
2762,12825,10062
2762,12825,10062
2762,12825,10062
2762,12825,10062
2562,12825,10262
2562,12825,10262
2162,12825,10662
2200,13262,11062
1900,13262,11362
2138,13700,11562
3250,15012,11762
3588,15450,11862
3738,16038,12300
4325,16625,12300
4725,17162,12438
4362,17212,12850
5400,18525,13125
6275,19400,13125
6300,19838,13538
6650,20188,13538
6650,20188,13538
6512,20188,13675
6375,20188,13812
6238,20188,13950
6238,20188,13950
5962,20188,14225
6275,20638,14362
6588,21088,14500
6588,21088,14500
6450,21088,14638
6312,21088,14775
6175,21088,14912
6938,21988,15050
6662,21988,15325
6525,21988,15462
7425,22888,15462
