Net,P1Score,P2Score
2712,13288,10575
2712,13288,10575
2712,13288,10575
2712,13288,10575
2712,13288,10575
2712,13288,10575
3100,13812,10712
3775,14688,10912
4125,15038,10912
4238,15700,11462
5175,16775,11600
5738,17538,11800
5788,18325,12538
6150,19088,12938
6200,19575,13375
6588,20100,13512
6350,20275,13925
6762,20825,14062
6800,21000,14200
6838,21312,14475
7225,21975,14750
7538,22288,14750
7350,22812,15462
7525,22988,15462
7562,23162,15600
7738,23338,15600
7912,23512,15600
8088,23688,15600
8262,23862,15600
