Net,P1Score,P2Score
-1312,10312,11625
-1312,10312,11625
-1312,10312,11625
-1312,10312,11625
-1312,10312,11625
-962,10688,11650
-662,10988,11650
-262,11388,11650
138,11788,11650
575,12225,11650
1050,12700,11650
1350,13138,11788
1350,13275,11925
675,13888,13212
238,14025,13788
362,14425,14062
125,14625,14500
-512,14862,15375
-1288,14962,16250
-2600,14962,17562
-3812,15062,18875
-3812,15062,18875
-4688,15062,19750
-5125,15062,20188
-6000,15062,21062
-6000,15062,21062
-6875,15062,21938
