Net,P1Score,P2Score
88,10038,9950
88,10038,9950
88,10038,9950
88,10038,9950
188,10138,9950
288,10238,9950
438,10388,9950
450,10538,10088
462,10688,10225
512,10738,10225
350,10988,10638
225,11138,10912
100,11288,11188
-12,11588,11600
38,11638,11600
-225,11788,12012
-250,12038,12288
-512,12188,12700
-688,12288,12975
-1125,12538,13662
-1250,12688,13938
-1100,12838,13938
-1500,12988,14488
-1488,13138,14625
-1612,13288,14900
-1650,13388,15038
-1588,13588,15175
-1662,13788,15450
-1925,13938,15862
-2475,13938,16412
-2512,14038,16550
-2600,14088,16688
-2638,14188,16825
-2475,14488,16962
-2475,14488,16962
-2562,14538,17100
-2738,14638,17375
-3100,14688,17788
-3375,14688,18062
-3325,14738,18062
-3550,14788,18338
-3688,14788,18475
-3675,14938,18612
-3625,14988,18612
-3850,15038,18888
-3988,15038,19025
-4125,15038,19162
-4400,15038,19438
-4538,15038,19575
-4538,15038,19575
-4675,15038,19712
-4950,15038,19988
