Net,P1Score,P2Score
-12,10762,10775
-12,10762,10775
-12,10762,10775
-12,10762,10775
-12,10762,10775
-12,10862,10875
-112,10962,11075
-12,11262,11275
-212,11362,11575
-12,11962,11975
-12,12262,12275
-412,12562,12975
-412,12962,13375
-638,13238,13875
-1138,13338,14475
-1475,13538,15012
-1675,13838,15512
-2538,14012,16550
-3238,14012,17250
-4062,14362,18425
-4088,14538,18625
-4188,14538,18725
-4488,14538,19025
-4612,14712,19325
-5350,14712,20062
-5350,14812,20162
-5450,14812,20262
-5988,14812,20800
-6088,14812,20900
-6625,14812,21438
-6725,14812,21538
