Net,P1Score,P2Score
-4188,7625,11812
-4188,7625,11812
-4188,7625,11812
-4188,7625,11812
-4088,7725,11812
-3988,7825,11812
-3788,8025,11812
-3538,8275,11812
-3488,8425,11912
-3188,8775,11962
-3188,9025,12212
-2938,9325,12262
-2938,9725,12662
-2888,9875,12762
-2788,10175,12962
-2738,10275,13012
-2388,10675,13062
-2238,10825,13062
-2288,11125,13412
-2138,11375,13512
-2038,11575,13612
-1988,11875,13862
-1950,12062,14012
-2138,12312,14450
-1575,12875,14450
-2125,13112,15238
-1850,13388,15238
-1675,13662,15338
-1312,14075,15388
-488,14900,15388
-525,15312,15838
-388,15450,15838
-138,16000,16138
550,16688,16138
962,17100,16138
850,17238,16388
1262,17650,16388
1400,17788,16388
1812,18200,16388
1838,18475,16638
2112,18750,16638
2275,19162,16888
2275,19162,16888
2550,19438,16888
