Net,P1Score,P2Score
1400,12362,10962
1400,12362,10962
1400,12362,10962
1400,12362,10962
1250,12562,11312
1225,13062,11838
2100,13938,11838
2250,14088,11838
1800,14088,12288
1650,14138,12488
1250,14138,12888
1388,14575,13188
1850,15888,14038
1550,15888,14338
1050,15888,14838
1525,16762,15238
2638,18075,15438
2338,18075,15738
3012,18950,15938
3250,19388,16138
3588,19825,16238
3825,20262,16438
4062,20700,16638
4500,21138,16638
4300,21138,16838
5175,22012,16838
6050,22888,16838
6050,22888,16838
6488,23325,16838
