Net,P1Score,P2Score
1362,12050,10688
1362,12050,10688
1362,12050,10688
1362,12050,10688
1362,12050,10688
1362,12250,10888
1425,12650,11225
1488,13050,11562
2088,13650,11562
1538,13650,12112
1325,13850,12525
1588,14725,13138
1512,15400,13888
975,15600,14625
838,16138,15300
562,16338,15775
538,17138,16600
1200,18075,16875
788,18075,17288
650,18075,17425
512,18212,17700
375,18350,17975
375,18625,18250
512,19038,18525
375,19312,18938
375,19450,19075
238,19725,19488
238,19862,19625
275,20438,20162
212,20575,20362
788,21150,20362
1362,21725,20362
1100,21862,20762
1100,21862,20762
1538,22300,20762
1975,22738,20762
