Net,P1Score,P2Score
-2800,11312,14112
-2800,11312,14112
-2800,11312,14112
-2800,11312,14112
-2725,11488,14212
-2975,11488,14462
-2762,11900,14662
-2638,12250,14888
-2300,12838,15138
-2200,13112,15312
-2038,13525,15562
-1625,14112,15738
-1275,14838,16112
-1100,15388,16488
-1138,15800,16938
-900,16388,17288
-275,17012,17288
138,17600,17462
788,18425,17638
962,18775,17812
1162,19500,18338
1088,19775,18688
1775,20638,18862
1875,20912,19038
1662,21050,19388
2288,21675,19388
2662,22225,19562
3250,22812,19562
3625,23362,19738
3862,23775,19912
4412,24325,19912
4825,24738,19912
5100,25012,19912
5512,25425,19912
