Net,P1Score,P2Score
-1325,11325,12650
-1325,11325,12650
-1325,11325,12650
-1325,11325,12650
-1325,11325,12650
-1625,11462,13088
-1350,11738,13088
-1512,12012,13525
-1675,12288,13962
-2200,12838,15038
-2150,13525,15675
-2550,13525,16075
-2138,14075,16212
-2062,14350,16412
-1912,14900,16812
-1700,15450,17150
-1588,16138,17725
-1462,17100,18562
-1050,17650,18700
-638,18200,18838
-150,18888,19038
-312,19300,19612
-612,19575,20188
-1050,19712,20762
-1250,19850,21100
-1475,20400,21875
-1888,20400,22288
-1950,20538,22488
-1538,21088,22625
-1875,21088,22962
-1800,21362,23162
-1662,21500,23162
-1862,21500,23362
-1862,21500,23362
-1925,21638,23562
-1925,21638,23562
-1925,21638,23562
-1788,21775,23562
-2062,21775,23838
-2200,21775,23975
