Net,P1Score,P2Score
1838,13650,11812
1838,13650,11812
1838,13650,11812
1838,13650,11812
1838,13650,11812
1838,13650,11812
1788,13650,11862
2288,14200,11912
2725,14888,12162
2762,15025,12262
3488,15850,12362
4050,16812,12762
4850,17912,13062
4862,18462,13600
5162,19012,13850
6238,20138,13900
7162,21262,14100
5962,21538,15575
6400,21975,15575
6975,22550,15575
7550,23125,15575
8425,24000,15575
9250,24875,15625
8950,25012,16062
8950,25012,16062
8950,25012,16062
8950,25012,16062
8800,25012,16212
9200,25462,16262
