Net,P1Score,P2Score
-12,9350,9362
-12,9350,9362
-12,9350,9362
-12,9350,9362
-12,9350,9362
-450,9350,9800
-888,9350,10238
-475,9762,10238
-1212,9900,11112
-1950,10038,11988
-1950,10038,11988
-1750,10675,12425
-1550,10875,12425
-1350,11075,12425
-1488,11350,12838
-1650,11625,13275
-2038,12062,14100
-2175,12062,14238
-2175,12062,14238
-2012,12638,14650
-1138,13650,14788
-1575,13788,15362
-1575,13788,15362
-1575,13925,15500
-1438,14062,15500
-862,14638,15500
-862,14638,15500
12,15512,15500
150,15650,15500
588,16088,15500
1025,16525,15500
1462,16962,15500
1462,16962,15500
1462,16962,15500
2338,17838,15500
2338,17838,15500
2775,18275,15500
3212,18712,15500
