Net,P1Score,P2Score
-25,8225,8250
-25,8225,8250
-25,8225,8250
-100,8225,8325
-575,8225,8800
-2000,8225,10225
-1938,8662,10600
-1238,9538,10775
-1412,9538,10950
-1512,9538,11050
-1125,10075,11200
-688,10812,11500
-300,11350,11650
100,11850,11750
350,12125,11775
388,12362,11975
425,12500,12075
725,12800,12075
1300,13375,12075
1575,13650,12075
2150,14225,12075
2625,14800,12175
3100,15375,12275
3238,15512,12275
3550,15925,12375
3688,16062,12375
3862,16338,12475
4000,16475,12475
