Net,P1Score,P2Score
1312,13012,11700
1312,13012,11700
1312,13012,11700
1488,13188,11700
288,13362,13075
-1088,13362,14450
-788,13800,14588
-488,14238,14725
-350,14375,14725
-212,14512,14725
62,14888,14825
612,15738,15125
412,15838,15425
425,16450,16025
600,16725,16125
938,17162,16225
1000,17638,16638
1538,18175,16638
1638,18788,17150
1288,18988,17700
2200,19900,17700
1850,20238,18388
2012,20675,18662
2450,21250,18800
2650,21725,19075
2888,22100,19212
3300,22512,19212
3575,22788,19212
