Net,P1Score,P2Score
-2738,10650,13388
-2738,10650,13388
-2738,10650,13388
-2738,10650,13388
-2738,10650,13388
-2638,10750,13388
-2975,10850,13825
-2775,11050,13825
-2675,11150,13825
-2712,11250,13962
-2575,11525,14100
-2438,11662,14100
-2738,11800,14538
-2188,12350,14538
-1775,12762,14538
-1775,13312,15088
-1938,13862,15800
-1962,14412,16375
-2400,14688,17088
-3575,14825,18400
-4312,15100,19412
-4612,15375,19988
-5212,15788,21000
-5650,15925,21575
-5950,16200,22150
-5400,16750,22150
-5400,16750,22150
-6275,16750,23025
-6275,16888,23162
-6275,16888,23162
-6712,16888,23600
-7150,16888,24038
