Net,P1Score,P2Score
-100,4538,4638
-100,4538,4638
-100,4538,4638
-100,4538,4638
-100,4538,4638
-238,4538,4775
-375,4538,4912
-512,4538,5050
-250,4938,5188
-325,5138,5462
-400,5338,5738
-275,5738,6012
-550,5738,6288
-825,5738,6562
-825,5738,6562
-825,5738,6562
-825,6012,6838
-962,6012,6975
-1100,6012,7112
-1100,6012,7112
-825,6425,7250
-688,6700,7388
-825,6838,7662
-962,6838,7800
-1238,6838,8075
-1100,6975,8075
-1100,7112,8212
-1375,7112,8488
-1238,7250,8488
-1238,7388,8625
-1512,7388,8900
-1650,7388,9038
-1650,7388,9038
-1788,7388,9175
