Net,P1Score,P2Score
1275,8525,7250
1275,8525,7250
1275,8525,7250
1275,8525,7250
1275,8525,7250
1275,8525,7250
1362,8962,7600
1012,8962,7950
1400,9838,8438
1262,9838,8575
1788,10712,8925
1875,11150,9275
2038,11588,9550
2475,12025,9550
2475,12162,9688
2262,12300,10038
2350,12738,10388
2350,12738,10388
2275,13150,10875
2412,13288,10875
2550,13425,10875
1988,13562,11575
1988,13562,11575
1775,13700,11925
1425,13700,12275
1562,13838,12275
1562,13838,12275
1700,13975,12275
2325,14600,12275
2462,14738,12275
2738,15012,12275
2388,15012,12625
2388,15012,12625
2525,15150,12625
2525,15150,12625
2875,15500,12625
2875,15500,12625
3150,15775,12625
