Net,P1Score,P2Score
-812,7288,8100
-812,7288,8100
-812,7288,8100
-812,7288,8100
-812,7288,8100
-812,7288,8100
-612,7488,8100
188,8288,8100
950,9488,8538
2412,11388,8975
3312,12288,8975
3712,12688,8975
3675,13088,9412
3238,13088,9850
3238,13088,9850
2800,13088,10288
2900,13188,10288
2325,13488,11162
2088,13688,11600
2188,13788,11600
2388,13988,11600
2388,13988,11600
2150,14188,12038
2150,14188,12038
1712,14188,12475
1712,14188,12475
1912,14388,12475
2075,14688,12612
2175,14788,12612
2175,14788,12612
2038,14788,12750
2138,14888,12750
2138,14888,12750
2238,14988,12750
2338,15088,12750
1900,15088,13188
2000,15188,13188
2200,15388,13188
