Net,P1Score,P2Score
-1425,11400,12825
-1425,11400,12825
-1425,11400,12825
-1425,11400,12825
-1475,11400,12875
-1175,11800,12975
-575,12500,13075
-175,13000,13175
662,13938,13275
550,14075,13525
688,14212,13525
1188,14762,13575
1412,15038,13625
1650,15475,13825
1450,15475,14025
1600,15912,14312
2325,16788,14462
3438,18100,14662
4212,18975,14762
4062,18975,14912
4262,19412,15150
5038,20288,15250
5812,21162,15350
6638,22038,15400
6588,22038,15450
6975,22475,15500
7800,23350,15550
7800,23350,15550
8675,24225,15550
