Net,P1Score,P2Score
-1388,7675,9062
-1388,7675,9062
-1388,7675,9062
-1325,7838,9162
-1325,7962,9288
-1475,7988,9462
-1625,8162,9788
-1750,8312,10062
-1875,8462,10338
-2050,8688,10738
-2000,8938,10938
-2025,9112,11138
-1725,9538,11262
-1425,9938,11362
-2038,10062,12100
-1862,10438,12300
-1538,10938,12475
-1625,11100,12725
-1512,11312,12825
-1050,11775,12825
-1562,11775,13338
-1975,11825,13800
-1450,12375,13825
-1688,12650,14338
-2062,12788,14850
-2200,13112,15312
-2038,13275,15312
-2388,13412,15800
-2925,13412,16338
-2650,13688,16338
-2562,13825,16388
-2638,13825,16462
-2812,13825,16638
-2888,13850,16738
