Net,P1Score,P2Score
2788,14338,11550
2788,14338,11550
2788,14338,11550
2788,14338,11550
2838,14388,11550
2838,14388,11550
2988,14538,11550
3088,14638,11550
2988,14838,11850
2838,14988,12150
2938,15188,12250
2012,15338,13325
2062,15588,13525
1775,15738,13962
1000,16038,15038
1000,16238,15238
700,16438,15738
62,16638,16575
-88,17125,17212
50,17662,17612
-388,18200,18588
-1950,18250,20200
-1462,19175,20638
-2625,19325,21950
-3012,19375,22388
-4325,19375,23700
-5050,19525,24575
-5050,19525,24575
-5438,19575,25012
-5825,19625,25450
-6262,19625,25888
