Net,P1Score,P2Score
-1262,11675,12938
-1262,11675,12938
-1262,11675,12938
-1288,11675,12962
-1562,11675,13238
-1512,11775,13288
-1762,11775,13538
-1675,12012,13688
-1825,12012,13838
-1950,12112,14062
-2300,12250,14550
-2300,12250,14550
-2200,12350,14550
-2200,12350,14550
-1725,12825,14550
-2062,12925,14988
-3275,13025,16300
-4588,13025,17612
-5325,13162,18488
-5388,13538,18925
-5888,13912,19800
-6762,13912,20675
-7062,14050,21112
-7500,14050,21550
-7662,14762,22425
-8100,14762,22862
-8538,14762,23300
-8975,14762,23738
-8975,14762,23738
-9412,14762,24175
-9850,14762,24612
