Net,P1Score,P2Score
112,7562,7450
112,7562,7450
112,7562,7450
112,7562,7450
162,7612,7450
212,7662,7450
362,7812,7450
412,7862,7450
512,7962,7450
488,8212,7725
400,8262,7862
412,8412,8000
200,8612,8412
262,8812,8550
88,8912,8825
-175,9062,9238
75,9312,9238
175,9412,9238
-88,9562,9650
-75,9712,9788
-12,9912,9925
-50,10012,10062
-312,10162,10475
-400,10212,10612
-300,10312,10612
-288,10462,10750
-650,10512,11162
-875,10562,11438
-812,10762,11575
-812,10762,11575
-1075,10912,11988
-975,11012,11988
-1012,11112,12125
-1138,11262,12400
-1225,11312,12538
-1125,11412,12538
-1300,11512,12812
-1250,11562,12812
-1662,11562,13225
-1750,11612,13362
-1650,11712,13362
-1550,11812,13362
-1775,11862,13638
-1775,11862,13638
-1912,11862,13775
-2188,11862,14050
-2038,12012,14050
-2175,12012,14188
-2400,12062,14462
-2538,12062,14600
-2538,12062,14600
-2675,12062,14738
-2812,12062,14875
-2812,12062,14875
-2950,12062,15012
